"species_code","common_name","scientific_name","bird_group","status_note","brief_description"
"SELASPHORUS_RUFUS","Rufous Hummingbird","Selasphorus rufus","Hummingbirds","No special state or federal status code shown","Hummingbirds. Range: breeds Alaska to northwestern USA; winters to southern Mexico Indiana listing: No special state or federal status code shown."
"EUPHAGUS_CAROLINUS","Rusty Blackbird","Euphagus carolinus","Blackbirds and Orioles","No special state or federal status code shown","Blackbirds and Orioles. Range: breeds in wet areas of forest and woodland from northern Alaska eastwards to Newfoundland and Labrador (eastern Canada) and southwards to Ontario and Maine; winters in central and southeastern USA from eastern Nebraska eastwards to Connecticut, and southwards to eastern Texas and southern Florida; major rangewide population declines Indiana listing: No special state or federal status code shown."
"XEMA_SABINI","Sabine's Gull","Xema sabini","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds patchily on Arctic coasts of Greenland, Svalbard, and Siberia eastward to Chukotka Peninsula, St. Lawrence Island, western and northern Alaska, and Arctic Canada; winters coastal and offshore waters of northern South America to northern Chile and western Africa from Angola to southern Africa Indiana listing: No special state or federal status code shown."
"OREOSCOPTES_MONTANUS","Sage Thrasher","Oreoscoptes montanus","Mockingbirds and Thrashers","No special state or federal status code shown","Mockingbirds and Thrashers. Range: breeds in sagebrush of southern British Columbia to northern Arizona and northern New Mexico; winters from southern Nevada to western Texas and southward to Durango (central Mexico) Indiana listing: No special state or federal status code shown."
"CALIDRIS_ALBA","Sanderling","Calidris alba","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds high Arctic tundra wetlands of Holarctic from northwestern and southeastern Greenland, Svalbard (north of Norway), north Taymyr Peninsula and Severnaya Zemlya (to the north), Lena Delta, and New Siberian Islands (north-central Siberia), Alaskan North Slope (rare), Canadian Arctic islands from Banks to Ellesmere and south to Southampton; winters sandy coastal beaches worldwide from temperate to tropical zone, in Old World from the British Isles and Macaronesia (northwest of northern Africa) through Africa, Malagasy region, Middle East, southern Asia through Indonesian Archipelago to Australia, Melanesia, Philippines, and south and central Japan (but rare New Guinea and New Zealand); in New World, southwestern and southeastern Canada and Caribbean south to Tierra del Fuego, and including remote islands of eastern Polynesia Indiana listing: No special state or federal status code shown."
"ANTIGONE_CANADENSIS","Sandhill Crane","Antigone canadensis","Cranes","Indiana Special Concern","Cranes. Range: shallow marshes, bogs, sedge meadows and open grassland from eastern Siberia, northwestern Alaska and northern Canada, including Baffin Island, southward across most Canada to northern US (southward to northern California, western Montana southward to northwestern Colorado), and in the lower Mississippi basin, southeastern Georgia and northern Florida, and Cuba; winters in southern US and northern Mexico Indiana listing: Indiana Special Concern."
"PASSERCULUS_SANDWICHENSIS","Savannah Sparrow","Passerculus sandwichensis","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds in grassland and cultivated fields from northern Alaska (including the Aleutian Islands) and northern Canada (south of the Arctic Islands) southwards along the west coast to southern Baja California, and to northwestern Sinaloa (northwestern Mexico), in eastern USA southwards to northern Georgia, in montane north-central Mexico (Chihuahua to Michoacan), in the volcanic belt eastwards to western Veracruz, and locally in western Guatemala; winters from southern third of the USA throughout Mexico to western Honduras, and southern Florida, the Bahamas, and Cuba (scarce) Indiana listing: No special state or federal status code shown."
"SAYORNIS_SAYA","Say's Phoebe","Sayornis saya","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds in dry open country from lowlands to mountains of western North America from northern Alaska and northwestern Canada southward through central Baja California and central plateau of Mexico; non-breeders withdraw mainly to southwestern USA and south-central Mexico Indiana listing: No special state or federal status code shown."
"PIRANGA_OLIVACEA","Scarlet Tanager","Piranga olivacea","Tanagers, Cardinals, and Grosbeaks","No special state or federal status code shown","Tanagers, Cardinals, and Grosbeaks. Range: breeds eastern Canada and USA; winters mainly upper Amazon basin Indiana listing: No special state or federal status code shown."
"TYRANNUS_FORFICATUS","Scissor-tailed Flycatcher","Tyrannus forficatus","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds south-central USA; winters to western Panama Indiana listing: No special state or federal status code shown."
"CISTOTHORUS_STELLARIS","Sedge Wren","Cistothorus stellaris","Wrens","Indiana State Endangered","Wrens. Range: breeds eastern Canada to eastern USA; winters Florida to northeastern Mexico Indiana listing: Indiana State Endangered."
"CHARADRIUS_SEMIPALMATUS","Semipalmated Plover","Charadrius semipalmatus","Plovers","No special state or federal status code shown","Plovers. Range: breeds inland high Arctic from Chukotskiy Peninsula (northeastern Russia) eastward through Aleutian Islands and across Canada to Newfoundland and Nova Scotia (southeastern Canada); winters coastally from Oregon and New Jersey southward to northern Chile and northern Argentina; also West Indies and Gal<U+00E1>pagos Indiana listing: No special state or federal status code shown."
"CALIDRIS_PUSILLA","Semipalmated Sandpiper","Calidris pusilla","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds tundra from eastern Chukotskiy Peninsula (northeastern Siberia) through northern Alaska and eastward in northern Canada to northern Labrador, including southern Canadian Arctic islands from Banks to Baffin; winters coasts from Isthmus of Tehuantepec and Yucatan Peninsula (southwestern Mexico) and Caribbean to far northern Chile and northeastern Brazil Indiana listing: No special state or federal status code shown."
"ACCIPITER_STRIATUS","Sharp-shinned Hawk","Accipiter striatus","Kites, Eagles, and Hawks","Indiana Special Concern","Kites, Eagles, and Hawks. Range: breeds Alaska and Canada and Greater Antilles to Bolivia, Paraguay, and northern Argentina; northern populations winter to Panama Indiana listing: Indiana Special Concern."
"CALIDRIS_ACUMINATA","Sharp-tailed Sandpiper","Calidris acuminata","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds low Arctic tundra from Lena to Kolyma rivers (northeastern Siberia); winters from Wallacea eastward through Australasia; prone to extreme vagrancy Indiana listing: No special state or federal status code shown."
"LIMNODROMUS_GRISEUS","Short-billed Dowitcher","Limnodromus griseus","Sandpipers and Phalaropes","Indiana Special Concern","Sandpipers and Phalaropes. Range: breeds north temperate bogs in tundra and muskeg from Gulf of Alaska and inland south-central Alaska, southwestern Yukon, and montane northwestern British Columbia (northwestern Canada); north-central Alberta to western Manitoba (central Canada); southwestern Hudson and James bays to western Labrador (east-central Canada); winters coastal mudflats and mangroves from northern California to northern Peru and Galapagos, and North Carolina to northeastern Brazil Indiana listing: Indiana Special Concern."
"ASIO_FLAMMEUS","Short-eared Owl","Asio flammeus","Typical Owls","Indiana State Endangered","Typical Owls. Range: North and South America from northern Alaska to Tierra del Fuego, including Hawaii, the Greater Antilles (except Jamaica), Galapagos, and Falklands; Europe, northern Asia, and northern and western Africa Indiana listing: Indiana State Endangered."
"LARUS_SCHISTISAGUS","Slaty-backed Gull","Larus schistisagus","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds coasts and lakes of northeastern Siberia including Kamchatka southward to Kuril Islands (eastern Russia), and eastward to Hokkaido and northern Honshu (northern Japan); winters to coasts of Japan, Korean Peninsula, Bohai Sea (northeastern China), and Taiwan; prone to extreme vagrancy Indiana listing: No special state or federal status code shown."
"CALCARIUS_PICTUS","Smith's Longspur","Calcarius pictus","Longspurs and Snow Buntings","No special state or federal status code shown","Longspurs and Snow Buntings. Range: breeds Alaska and western Canada; winters in south-central USA Indiana listing: No special state or federal status code shown."
"PLECTROPHENAX_NIVALIS","Snow Bunting","Plectrophenax nivalis","Longspurs and Snow Buntings","No special state or federal status code shown","Longspurs and Snow Buntings. Range: breeds Holarctic, from Greenland and arctic islands and coasts eastward to Chukotskiy Peninsula and Kamchatka, and Aleutian Islands, Alaska, and northern Canada to Ellesmere Island; winters to central Eurasia and central North America Indiana listing: No special state or federal status code shown."
"ANSER_CAERULESCENS","Snow Goose","Anser caerulescens","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: Arctic tundra near lakes, ponds, streams, low meadows, braided deltas, and riverine islands in the islands of northern Canada and northwestern Greenland southward to the Arctic coast of Canada and Alaska, coastal Hudson Bay, Wrangel Island, and far northeastern Siberia; winters locally in western US, in central US mainly along the Mississippi River basin, and in the Atlantic coast of the US and southward to northern Mexico, south in the highlands of central Mexico to northern Jalisco and Guanajuato, and along the Gulf of Mexico coast southward to Veracruz Indiana listing: No special state or federal status code shown."
"EGRETTA_THULA","Snowy Egret","Egretta thula","Bitterns, Herons, and Egrets","No special state or federal status code shown","Bitterns, Herons, and Egrets. Range: locally from USA to central Argentina and West Indies Indiana listing: No special state or federal status code shown."
"BUBO_SCANDIACUS","Snowy Owl","Bubo scandiacus","Typical Owls","No special state or federal status code shown","Typical Owls. Range: Arctic circumpolar; irregular southern post-breeding irruptions Indiana listing: No special state or federal status code shown."
"ANARHYNCHUS_NIVOSUS","Snowy Plover","Anarhynchus nivosus","Plovers","No special state or federal status code shown","Plovers. Range: breeds coastal Washington to central Baja California; inland Saskatchewan (irregular; south-central Canada) to California and central Oklahoma and Texas; coastal Gulf of Mexico to Yucatan Peninsula; inland central Mexico; southern and central Bahamas to Virgin Islands; and Peru to south-central Chile; winters to coastal northern Central America Indiana listing: No special state or federal status code shown."
"TRINGA_SOLITARIA","Solitary Sandpiper","Tringa solitaria","Sandpipers and Phalaropes","Indiana Special Concern","Sandpipers and Phalaropes. Range: breeds subarctic to temperate zone taiga muskeg from Alaska mainland (except far north) to southwestern Canada, eastward to Hudson and James bays and north of Great Lakes to eastern Quebec (at least); winters inland subtropical to tropical small wetlands from west-central Mexico, southern Texas, and the Caribbean to central Peru and north-central Argentina Indiana listing: Indiana Special Concern."
"MELOSPIZA_MELODIA","Song Sparrow","Melospiza melodia","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds in varied woodland, shrubby, and wetland habitats from Pacific coast of southern Alaska (including the Aleutian Islands) eastwards to Newfoundland (northeastern Canada), southwards in southwestern USA to central Baja California and northern Sonora (northwestern Mexico), locally in western Mexico and in the volcanic belt of central Mexico, and in eastern USA southwards to northern Georgia and western South Carolina; largely resident, but some wintering to northeastern Mexico Indiana listing: No special state or federal status code shown."
"ONYCHOPRION_FUSCATUS","Sooty Tern","Onychoprion fuscatus","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: widespread in all tropical and subtropical oceans Indiana listing: No special state or federal status code shown."
"PORZANA_CAROLINA","Sora","Porzana carolina","Rails, Gallinules, and Coots","No special state or federal status code shown","Rails, Gallinules, and Coots. Range: breeds southern Alaska to northern Baja California and southern USA; winters to West Indies and northern South America Indiana listing: No special state or federal status code shown."
"TRINGA_ERYTHROPUS","Spotted Redshank","Tringa erythropus","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds wooded tundra from Scandinavia eastward through inland Russia to Chukotskiy Peninsula (northeastern Siberia); winters wetlands from southern British Isles and tropical Africa eastward through southern Asia to southeastern China and Taiwan Indiana listing: No special state or federal status code shown."
"ACTITIS_MACULARIUS","Spotted Sandpiper","Actitis macularius","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds inland waterbody margins from Aleutian Islands and Alaska mainland except North Slope eastward through Canada (except far northern) to Newfoundland, and southward to southwestern and east-central USA; winters southern USA and Caribbean southward to northern Chile and Argentina Indiana listing: No special state or federal status code shown."
"PIPILO_MACULATUS","Spotted Towhee","Pipilo maculatus","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds in shrubland, brushland, thickets, and oak woodland, from southern British Columbia to Saskatchewan (southwestern Canada) southwards across western and west-central USA to northern Baja California, locally in southern Baja California, Isla Socorro, and mountains of Mexico and Guatemala; mostly resident, some wintering to southern Texas and northern Mexico as non-breeder Indiana listing: No special state or federal status code shown."
"CALIDRIS_HIMANTOPUS","Stilt Sandpiper","Calidris himantopus","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds tundra to taiga edge of North Slope of Alaska eastward to north-central Canada; winters Mexico and throughout the Caribbean; in Central America mainly along Pacific coast; coastal South America to Peru and northern Brazil, and in pampas of north-central Argentina Indiana listing: No special state or federal status code shown."
"PIRANGA_RUBRA","Summer Tanager","Piranga rubra","Tanagers, Cardinals, and Grosbeaks","No special state or federal status code shown","Tanagers, Cardinals, and Grosbeaks. Range: breeds southern USA and northern Mexico; winters Mexico to Amazonian Brazil and northwestern Bolivia (La Paz) Indiana listing: No special state or federal status code shown."
"MELANITTA_PERSPICILLATA","Surf Scoter","Melanitta perspicillata","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds mainland Alaska through subarctic Canada eastward to Labrador; winters eastern Aleutian Islands to Baja California, and Prince Edward Island to North Carolina Indiana listing: No special state or federal status code shown."
"BUTEO_SWAINSONI","Swainson's Hawk","Buteo swainsoni","Kites, Eagles, and Hawks","No special state or federal status code shown","Kites, Eagles, and Hawks. Range: western North America; winters to northern Argentina, southern Brazil, and Paraguay Indiana listing: No special state or federal status code shown."
"CATHARUS_USTULATUS","Swainson's Thrush","Catharus ustulatus","Thrushes","No special state or federal status code shown","Thrushes. Range: breeds in coniferous forest, riparian and deciduous woodland, and thickets from central Alaska eastwards to southern Labrador (eastern Canada), in western USA along the Pacific coast southwards to southern California and in the Rocky Mountains to northern New Mexico, and in northeastern USA to southern New York and northern Pennsylvania; winters in varied lowland and montane forest and edge, mostly in Chiapas and Guatemala and the Andes southwards to northwestern Argentina, with some on the Pacific and Gulf of Mexico slopes from northeastern and central-western Mexico through Central America Indiana listing: No special state or federal status code shown."
"LIMNOTHLYPIS_SWAINSONII","Swainson's Warbler","Limnothlypis swainsonii","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds southeastern USA; winters southeastern Mexico and Belize to Guatemala and West Indies Indiana listing: No special state or federal status code shown."
"ELANOIDES_FORFICATUS","Swallow-tailed Kite","Elanoides forficatus","Kites, Eagles, and Hawks","No special state or federal status code shown","Kites, Eagles, and Hawks. Range: various forest and non-forest habitats; breeds in southeastern US, north to South Carolina and west to eastern Texas, and from southeastern Mexico southeastward to Panama, migrates through eastern Mexico and the Caribbean and winters in South America; resident throughout most northern South America southward in the Pacific lowlands to northwesternmost Peru, southward along the R<U+00ED>o Cauca and R<U+00ED>o Magdalena in interior Colombia, and east of the Andes from northern Venezuela, Trinidad and the Guianas southward across most Brazil, excepting the caatinga region in the northeast, to northern Rio Grande do Sul, eastern Paraguay, northeastern Argentina, and from eastern Bolivia southward to northwestern Argentina; populations from southern Brazil to northern Argentina migrate northward after breeding Indiana listing: No special state or federal status code shown."
"MELOSPIZA_GEORGIANA","Swamp Sparrow","Melospiza georgiana","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds varied freshwater and salt marshes from northwestern and northeastern Canada, including Newfoundland, southwards to northeastern Nebraska, and along the Appalachian mountains to West Virginia; winters in southern and eastern USA southwards to northeastern Mexico (straggling farther south) and central Florida Indiana listing: No special state or federal status code shown."
"LEIOTHLYPIS_PEREGRINA","Tennessee Warbler","Leiothlypis peregrina","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds southeastern Alaska and southern Yukon to northern USA; winters southern Mexico to northwestern South America Indiana listing: No special state or federal status code shown."
"MYADESTES_TOWNSENDI","Townsend's Solitaire","Myadestes townsendi","Thrushes","No special state or federal status code shown","Thrushes. Range: breeds in varied montane humid coniferous forest types from central Alaska eastwards to western Northwest Territories (northwestern Canada) southwards to southern California, New Mexico, and Zacatecas and Jalisco (central Mexico), and eastwards to western South Dakota; winters to lowlands from southwestern Canada southwards to northern Baja California, northern Durango, and southern Coahuila (northern Mexico) Indiana listing: No special state or federal status code shown."
"SETOPHAGA_TOWNSENDI","Townsend's Warbler","Setophaga townsendi","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds coniferous forest of western North America; winters to Costa Rica Indiana listing: No special state or federal status code shown."
"TACHYCINETA_BICOLOR","Tree Swallow","Tachycineta bicolor","Martins and Swallows","No special state or federal status code shown","Martins and Swallows. Range: breeds Alaska to southern USA; winters to northern South America Indiana listing: No special state or federal status code shown."
"EGRETTA_TRICOLOR","Tricolored Heron","Egretta tricolor","Bitterns, Herons, and Egrets","No special state or federal status code shown","Bitterns, Herons, and Egrets. Range: subtropical southern USA and West Indies through South America including Trinidad, to northeastern Brazil and southern Peru Indiana listing: No special state or federal status code shown."
"CYGNUS_BUCCINATOR","Trumpeter Swan","Cygnus buccinator","Ducks, Geese, and Swans","Indiana State Endangered","Ducks, Geese, and Swans. Range: breeds North America from western and central Alaska eastward through east-central Canada and southward through western and central USA; some southward movement in winter; early extirpations and subsequent reintroductions cloud distributional knowledge Indiana listing: Indiana State Endangered."
"BAEOLOPHUS_BICOLOR","Tufted Titmouse","Baeolophus bicolor","Chickadees and Titmice","No special state or federal status code shown","Chickadees and Titmice. Range: south-central Canada (Ontario) to eastern, central, and southeastern USA Indiana listing: No special state or federal status code shown."
"CYGNUS_COLUMBIANUS","Tundra Swan","Cygnus columbianus","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: high Arctic breeder of Holarctic; winters to southern Palearctic and southern USA Indiana listing: No special state or federal status code shown."
"CATHARTES_AURA","Turkey Vulture","Cathartes aura","Vultures","No special state or federal status code shown","Vultures. Range: breeds southern Canada through Greeater Antilles and South America to Tierra del Fuego and Falkland Islands Indiana listing: No special state or federal status code shown."
"BARTRAMIA_LONGICAUDA","Upland Sandpiper","Bartramia longicauda","Sandpipers and Phalaropes","Indiana State Endangered","Sandpipers and Phalaropes. Range: breeds inland grassland from southeastern Alaska eastward to southeastern Canada and New England, in south to eastern Oregon and Pennsylvania (USA); winters inland grassland from southern Paraguay, southern Brazil, Uruguay, and west-central to east-central Argentina Indiana listing: Indiana State Endangered."
"IXOREUS_NAEVIUS","Varied Thrush","Ixoreus naevius","Thrushes","No special state or federal status code shown","Thrushes. Range: breeds in humid forest, mostly coniferous from northern Alaska eastwards to western Northwest Territories (northwestern Canada) and southwards to far northern California and western Montana; winters southwards to southern California and northern Baja California (northwestern Mexico) Indiana listing: No special state or federal status code shown."
"CATHARUS_FUSCESCENS","Veery","Catharus fuscescens","Thrushes","No special state or federal status code shown","Thrushes. Range: breeds in deciduous and riparian forest, and mature woodland from central British Colombia eastwards to southern Newfoundland (southwestern to southeastern Canada) southwards in Rocky Mountains of western USA to New Mexico, the northern tier of US states, and southwards in the Appalachians to far northern Georgia; winters mainly second-growth and sandy-soil forest in the cerrado of eastern Bolivia, central to southern Brazil (Tocantins and Mato Grosso to S<U+00E3>o Paulo), and northern Paraguay Indiana listing: No special state or federal status code shown."
"PYROCEPHALUS_RUBINUS","Vermilion Flycatcher","Pyrocephalus rubinus","Flycatchers","No special state or federal status code shown","Flycatchers. Range: disjunctly, southwestern USA from central California to northeastern Nicaragua, northern South America from Colombia to Guyana, and west of the Andes to southeastern Peru, and breeds northern Argentina and Uruguay to southern Brazil, Paraguay, and southeastern Bolivia; southern breeders winter from southeastern Colombia and eastern Ecuador to eastern Bolivia and central and eastern Brazil Indiana listing: No special state or federal status code shown."
"POOECETES_GRAMINEUS","Vesper Sparrow","Pooecetes gramineus","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds dry grassland and prairie with sparse shrubs from eastern British Colombia eastwards to Nova Scotia (northwestern to northeastern Canada), southwards to south-central California and New Mexico (southwestern USA), and in northeastern USA southwards to far northwestern North Carolina; winters from southern USA southwards to southern Baja California, central Oaxaca (southern Mexico), and southern Florida Indiana listing: No special state or federal status code shown."
"RALLUS_LIMICOLA","Virginia Rail","Rallus limicola","Rails, Gallinules, and Coots","Indiana State Endangered","Rails, Gallinules, and Coots. Range: breeds southern Canada and USA; winters to Baja California, southeastern Mexico (Puebla, M<U+00E9>xico, Veracruz, and Chiapas), and Guatemala Indiana listing: Indiana State Endangered."
"TRINGA_INCANA","Wandering Tattler","Tringa incana","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds montane tundra from Chukotka (northeastern Siberia) through Alaskan mainland (except far north) to northwestern Canada; winters mainly rocky Pacific coasts from eastern Australasia, Melanesia, Micronesia, Polynesia, isolated eastern Pacific islands, and southwestern Canada to Ecuador Indiana listing: No special state or federal status code shown."
"VIREO_GILVUS","Warbling Vireo","Vireo gilvus","Vireos","No special state or federal status code shown","Vireos. Range: Range context unavailable in the matched Cornell record. Indiana listing: No special state or federal status code shown."
"AECHMOPHORUS_OCCIDENTALIS","Western Grebe","Aechmophorus occidentalis","Grebes","No special state or federal status code shown","Grebes. Range: freshwater marshes and lakes with extensive open water and emergent vegetation in southwestern Canada from northern Alberta and British Columbia, southward across central and western US to southern California and Arizona, northern New Mexico, and in northern US eastward to northern Wisconsin; in central Mexico southward to northern Guerrero, Morelos, and Tlaxcala; winters in brackish bays and estuaries in the Pacific coast from southwesternmost Canada southward to Baja California and southern Sonora Indiana listing: No special state or federal status code shown."
"TYRANNUS_VERTICALIS","Western Kingbird","Tyrannus verticalis","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds western North America; winters southern Mexico to Costa Rica and (?) Panama Indiana listing: No special state or federal status code shown."
"STURNELLA_NEGLECTA","Western Meadowlark","Sturnella neglecta","Blackbirds and Orioles","Indiana Special Concern","Blackbirds and Orioles. Range: breeds in varied native and exotic grasslands and prairies from southern Canada (central British Columbia to Saskatchewan) southwards across western and central USA to northern Baja California, and in central Mexico southwards to northern Jalisco and Guanajuato; largely resident but northern birds winter in the USA southwards to the Gulf coast and southwards to southern Baja California and central Mexico Indiana listing: Indiana Special Concern."
"CALIDRIS_MAURI","Western Sandpiper","Calidris mauri","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds Chukotskiy Peninsula and Anadyr (northeastern Siberia; few), St. Lawrence Island (Bering Sea), and western and northern Alaska mainland; winters coastal Washington to Peru and Galapagos, southeastern Canada to Caribbean, and inland central Mexico to northern Costa Rica Indiana listing: No special state or federal status code shown."
"PIRANGA_LUDOVICIANA","Western Tanager","Piranga ludoviciana","Tanagers, Cardinals, and Grosbeaks","No special state or federal status code shown","Tanagers, Cardinals, and Grosbeaks. Range: breeds western North America; winters to western Panama Indiana listing: No special state or federal status code shown."
"CONTOPUS_SORDIDULUS","Western Wood-Pewee","Contopus sordidulus","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds eastern Alaska through western and central North America to Honduras, mainly in highlands in southern part of range; winters mainly Andes to Bolivia Indiana listing: No special state or federal status code shown."
"NUMENIUS_PHAEOPUS","Whimbrel","Numenius phaeopus","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: Range context unavailable in the matched Cornell record. Indiana listing: No special state or federal status code shown."
"EUDOCIMUS_ALBUS","White Ibis","Eudocimus albus","Ibises and Spoonbills","No special state or federal status code shown","Ibises and Spoonbills. Range: coastal and lowlands areas of western Mexico and the southeastern USA (expanding northward) southward to Costa Rica and the Greater Antilles, Panama, and Pacific coast from Colombia, southward to far northwestern Peru (Tumbes), coastal northern Colombia and northern Venezuela, and llanos of eastern Colombia and western Venezuela Indiana listing: No special state or federal status code shown."
"SITTA_CAROLINENSIS","White-breasted Nuthatch","Sitta carolinensis","Nuthatches","No special state or federal status code shown","Nuthatches. Range: mature and mixed woodland from eastern British Columbia eastwards to Nova Scotia (southwestern to southeastern Canada), southwards to northern Baja California and disjunctly in far southern Baja California (northwestern Mexico), in mountains of Mexico to northern Oaxaca, and to northern Florida Indiana listing: No special state or federal status code shown."
"ZONOTRICHIA_LEUCOPHRYS","White-crowned Sparrow","Zonotrichia leucophrys","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds in boreal forest, tundra, alpine meadows, dense shrubbery and thickets from northern Alaska eastwards (south of Arctic islands) to Newfoundland (northeastern Canada), southwards through northern and western USA to southwestern California and northern New Mexico; winters along the Pacific coast from southernmost Alaska southwards to southern Baja California, and in western to eastern USA southwards to Michoacan and Mexico DF (central Mexico), and in eastern USA southwards to southern Florida Indiana listing: No special state or federal status code shown."
"VIREO_GRISEUS","White-eyed Vireo","Vireo griseus","Vireos","No special state or federal status code shown","Vireos. Range: breeds in secondary deciduous scrub, swamps, and mangroves from southeastern Kansas eastwards to Massachusetts, southwards to central Texas, Gulf slope to southern San Luis Potos<U+00ED> and northern Veracruz (eastern Mexico), southern Florida, and Bermuda; winters in southern USA, the Bahamas, the Greater Antilles, and eastern Mexico (including the Yucatan Peninsula) southwards to northern Honduras Indiana listing: No special state or federal status code shown."
"PLEGADIS_CHIHI","White-faced Ibis","Plegadis chihi","Ibises and Spoonbills","No special state or federal status code shown","Ibises and Spoonbills. Range: Great Basin of western USA to southwestern Brazil and central Argentina Indiana listing: No special state or federal status code shown."
"CALIDRIS_FUSCICOLLIS","White-rumped Sandpiper","Calidris fuscicollis","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds wet tundra from North Slope of Alaska eastward in coastal northern Canada to northwestern Hudson Bay, and Banks to Devon and Baffin islands (northeastern Canada); winters to wetlands of southern Chile, southeastern Brazil, northwestern to southeastern Argentina, and Falkland Islands Indiana listing: No special state or federal status code shown."
"ELANUS_LEUCURUS","White-tailed Kite","Elanus leucurus","Kites, Eagles, and Hawks","No special state or federal status code shown","Kites, Eagles, and Hawks. Range: various grassland and savanna-like habitats from northwestern US southward to Baja California, from southern Texas and north-central and northwestern Mexico southeastward across most Central America to eastern Panama and in southern Florida; in northern Colombia southward to the headwaters of the R<U+00ED>o Cauca and R<U+00ED>o Magdalena and southward locally in the Pacific lowlands to northwest Peru and in valleys of the Andes of Ecuador; east of the Andes in northern and eastern Venezuela and northern Guianas, occasionally to Trinidad, and southward to the tepui region of southern Venezuela, adjacent Guyana and northernmost Brazil; in the llanos of western Venezuela southward to eastern Colombia and northeastern Ecuador; from northeastern Brazil southward through eastern Bolivia, Paraguay and Uruguay to south-central Argentina, also westward to southeastern Peru and spreading northward in the Amazon of Brazil; and isolated in north-central to south-central Chile Indiana listing: No special state or federal status code shown."
"ZONOTRICHIA_ALBICOLLIS","White-throated Sparrow","Zonotrichia albicollis","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds northern North America; winters to southern USA and northern Mexico Indiana listing: No special state or federal status code shown."
"LOXIA_LEUCOPTERA","White-winged Crossbill","Loxia leucoptera","Finches","No special state or federal status code shown","Finches. Range: conifer forest of subarctic to northern temperate Holarctic: eastern Scandinavia through Russia to Sea of Okhotsk, southward through south-central Russia, northeastern Mongolia, and probably Heilongjiang (far northeastern China); Alaska and Canada (except northern), Rocky Mountains and northern tier of contiguous USA; may winter irruptively southward Indiana listing: No special state or federal status code shown."
"ZENAIDA_ASIATICA","White-winged Dove","Zenaida asiatica","Pigeons and Doves","No special state or federal status code shown","Pigeons and Doves. Range: varied drier habitats from lowlands to mountains of southern Nevada and southeastern California to central Texas and Gulf coast eastward to southern Florida (southern USA), southward through Mexico including Baja California, Tres Marias Islands (west of Nayarit), and Yucatan Peninsula southward through Honduras, thence Pacific slope only south from Nicaragua to western Panama; also Caribbean from Bahamas through central Lesser Antilles; range expanding and vagrants frequent Indiana listing: No special state or federal status code shown."
"MELANITTA_DEGLANDI","White-winged Scoter","Melanitta deglandi","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds subarctic western Alaska to eastern shore of James Bay (east-central Canada); winters Aleutian Islands to central California (eastern North Pacific coast); and Gulf of St. Lawrence to New Jersey Indiana listing: No special state or federal status code shown."
"CHLIDONIAS_LEUCOPTERUS","White-winged Tern","Chlidonias leucopterus","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds inland south-central and eastern Europe eastward to north-central Siberia and northeastern China; winters Africa eastward to Philippines, Australia (except western deserts and Tasmania), and New Zealand Indiana listing: No special state or federal status code shown."
